CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,DLIB_281,1.187820,1.186440E+00,-116.179219074
Test1B,600.0,600.0,0.661,DLIB_281,1.182935,1.181854E+00,-91.3828739534
Test1C,900.0,600.0,0.661,DLIB_281,1.172386,1.170761E+00,-138.606226959
Test1D,1200.0,600.0,0.661,DLIB_281,1.163150,1.161293E+00,-159.652667326
