CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,J31_172W,1.187820,1.182465E+00,-450.82588271
Test1B,600.0,600.0,0.661,J31_172W,1.182935,1.177478E+00,-461.310215692
Test1C,900.0,600.0,0.661,J31_172W,1.172386,1.167329E+00,-431.342578298
Test1D,1200.0,600.0,0.661,J31_172W,1.163150,1.158369E+00,-411.038988952
