CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,J33_172W,1.187820,1.180400E+00,-624.67377212
Test1B,600.0,600.0,0.661,J33_172W,1.182935,1.175206E+00,-653.374868442
Test1C,900.0,600.0,0.661,J33_172W,1.172386,1.165088E+00,-622.491227292
Test1D,1200.0,600.0,0.661,J33_172W,1.163150,1.156155E+00,-601.384172291
