CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,ENDF70_281,1.187820,1.179675E+00,-685.709956054
Test1B,600.0,600.0,0.661,ENDF70_281,1.182935,1.173952E+00,-759.382383647
Test1C,900.0,600.0,0.661,ENDF70_281,1.172386,1.162778E+00,-819.525309924
Test1D,1200.0,600.0,0.661,ENDF70_281,1.163150,1.153171E+00,-857.92889997
