CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,E80_69W,1.187820,1.178442E+00,-789.513562661
Test1B,600.0,600.0,0.661,E80_69W,1.182935,1.172646E+00,-869.785744779
Test1C,900.0,600.0,0.661,E80_69W,1.172386,1.161517E+00,-927.083742044
Test1D,1200.0,600.0,0.661,E80_69W,1.163150,1.151970E+00,-961.182994455
