CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,J33_69W,1.187820,1.181435E+00,-537.539357815
Test1B,600.0,600.0,0.661,J33_69W,1.182935,1.175909E+00,-593.946412947
Test1C,900.0,600.0,0.661,J33_69W,1.172386,1.164723E+00,-653.624318271
Test1D,1200.0,600.0,0.661,J33_69W,1.163150,1.155137E+00,-688.905128315
