CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,ENDF70_361,1.187820,1.182284E+00,-466.063881733
Test1B,600.0,600.0,0.661,ENDF70_361,1.182935,1.176775E+00,-520.738671187
Test1C,900.0,600.0,0.661,ENDF70_361,1.172386,1.165729E+00,-567.816401765
Test1D,1200.0,600.0,0.661,ENDF70_361,1.163150,1.156394E+00,-580.836521515
