CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,ENDF70_295,1.187820,1.182202E+00,-472.967284605
Test1B,600.0,600.0,0.661,ENDF70_295,1.182935,1.176718E+00,-525.557194605
Test1C,900.0,600.0,0.661,ENDF70_295,1.172386,1.165613E+00,-577.710753967
Test1D,1200.0,600.0,0.661,ENDF70_295,1.163150,1.156150E+00,-601.814039462
