CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,ENDF71_361,1.187820,1.182134E+00,-478.692057719
Test1B,600.0,600.0,0.661,ENDF71_361,1.182935,1.176657E+00,-530.713860018
Test1C,900.0,600.0,0.661,ENDF71_361,1.172386,1.165617E+00,-577.369569408
Test1D,1200.0,600.0,0.661,ENDF71_361,1.163150,1.156289E+00,-589.863732107
