CaseName,Fuel Temperature,Moderator Temperature,Moderator Density,Library,Theoretical Keff,Simulated Keff,error in PCM
Test1A,565.0,565.0,0.743,ENDF70_172,1.187820,1.175465E+00,-1040.14076207
Test1B,600.0,600.0,0.661,ENDF70_172,1.182935,1.169457E+00,-1139.36944972
Test1C,900.0,600.0,0.661,ENDF70_172,1.172386,1.157967E+00,-1229.88503786
Test1D,1200.0,600.0,0.661,ENDF70_172,1.163150,1.147945E+00,-1307.22606715
